"plant_id","p_supply","amf_pa","amf_richness","amf_csr","field_measure_date","shoot_g","root_g","root_shoot","tot_flower","flower_d_cm","nectar_mm","nectar_brix","pollen_density","protein_mg_l","hyphae_m_g","prop_col","col_hyp","spore_count"
31,"low","present","2 sp","ruderal",2019-08-12,27.63,8.536058113,0.308941661708288,NA,NA,NA,NA,NA,NA,1.80126761753018,0.819672131147541,0.455608107957224,25.7
32,"low","present","2 sp","ruderal",2019-08-12,28.58,7.196242263,0.251792941322603,3,NA,NA,NA,NA,NA,1.68184656001437,0.596774193548387,0.35542730696151,54.5
32,"low","present","2 sp","ruderal",2019-08-12,28.58,7.196242263,0.251792941322603,NA,NA,NA,NA,NA,NA,1.68184656001437,0.596774193548387,0.35542730696151,54.5
33,"low","present","2 sp","ruderal",2019-08-12,24.19,7.15733556,0.29587993220339,4,11.1,87,44.5,153,0.475839445368158,1.69926213090209,0.595744680851064,0.351178708687087,47
33,"low","present","2 sp","ruderal",2019-08-12,24.19,7.15733556,0.29587993220339,NA,NA,NA,NA,NA,NA,1.69926213090209,0.595744680851064,0.351178708687087,47
34,"low","present","2 sp","ruderal",2019-08-12,25.63,7.468449848,0.291394843854858,2,NA,NA,NA,NA,NA,1.79877967883194,0.555555555555556,0.309407295459866,20.5
34,"low","present","2 sp","ruderal",2019-08-12,25.63,7.468449848,0.291394843854858,NA,NA,NA,NA,NA,NA,1.79877967883194,0.555555555555556,0.309407295459866,20.5
35,"low","present","2 sp","ruderal",2019-08-12,24.06,6.631448382,0.275621296009975,3,10.5,98,46.5,61,0.525386480495047,1.03498249847038,0.3,0.290826173819223,8.5
35,"low","present","2 sp","ruderal",2019-08-12,24.06,6.631448382,0.275621296009975,NA,NA,NA,NA,NA,NA,1.03498249847038,0.3,0.290826173819223,8.5
36,"high","present","2 sp","ruderal",2019-08-12,32.31,8.747998537,0.270752043856391,3,10.5,97,59,65,0.505491991412645,0.328407908168487,0,0.00304499366527726,4.5
36,"high","present","2 sp","ruderal",2019-08-12,32.31,8.747998537,0.270752043856391,NA,NA,NA,NA,NA,NA,0.328407908168487,0,0.00304499366527726,4.5
37,"high","present","2 sp","ruderal",2019-08-12,29.01,7.042723221,0.2427688114788,7,NA,NA,NA,NA,NA,0.947904644031768,0.183098591549296,0.194216362065978,1
37,"high","present","2 sp","ruderal",2019-08-12,29.01,7.042723221,0.2427688114788,NA,11.5,366,44,NA,NA,0.947904644031768,0.183098591549296,0.194216362065978,1
38,"high","present","2 sp","ruderal",2019-08-12,29.89,8.301241362,0.277726375443292,4,10.5,77,38,178,0.566098427913202,0.365726988642178,0.021978021978022,0.0628283465306504,2.5
38,"high","present","2 sp","ruderal",2019-08-12,29.89,8.301241362,0.277726375443292,NA,NA,NA,NA,NA,NA,0.365726988642178,0.021978021978022,0.0628283465306504,2.5
39,"high","present","2 sp","ruderal",2019-08-12,32.31,7.148127985,0.221235777932529,4,6.6,31,32,42,0.420005050813163,0.201523034557935,0.032967032967033,0.16855161516173,15
39,"high","present","2 sp","ruderal",2019-08-12,32.31,7.148127985,0.221235777932529,NA,9.5,332,40,NA,NA,0.201523034557935,0.032967032967033,0.16855161516173,15
40,"high","present","2 sp","ruderal",2019-08-12,32.68,8.855809285,0.27098559623623,4,11.5,NA,NA,126,0.511760301181271,0.445341026986054,0.0531914893617021,0.121685373854853,9
40,"high","present","2 sp","ruderal",2019-08-12,32.68,8.855809285,0.27098559623623,NA,NA,NA,NA,NA,NA,0.445341026986054,0.0531914893617021,0.121685373854853,9
41,"low","present","2 sp","stress tolerant",2019-08-12,27.17,8.498368984,0.31278501965403,2,11.1,84,52,130,0.552102277491436,1.10215684332303,0.037037037037037,0.0345114556675567,18
41,"low","present","2 sp","stress tolerant",2019-08-12,27.17,8.498368984,0.31278501965403,NA,NA,NA,NA,NA,NA,1.10215684332303,0.037037037037037,0.0345114556675567,18
42,"low","present","2 sp","stress tolerant",2019-08-12,26.86,5.276037645,0.19642731366344,3,10.5,96,61,86,0.562626637653991,0.495099800950976,0,0.00201979479304824,12
42,"low","present","2 sp","stress tolerant",2019-08-12,26.86,5.276037645,0.19642731366344,NA,NA,NA,NA,NA,NA,0.495099800950976,0,0.00201979479304824,12
43,"low","present","2 sp","stress tolerant",2019-08-12,25.18,6.849447771,0.272019371366164,3,NA,NA,NA,NA,NA,0.883218237877369,0.188405797101449,0.214449599180205,30
43,"low","present","2 sp","stress tolerant",2019-08-12,25.18,6.849447771,0.272019371366164,NA,NA,NA,NA,NA,NA,0.883218237877369,0.188405797101449,0.214449599180205,30
44,"low","present","2 sp","stress tolerant",2019-08-12,26.72,7.02076399,0.262753143338323,2,NA,NA,NA,NA,NA,0.320944092073748,0.0326086956521739,0.104718225018615,13
44,"low","present","2 sp","stress tolerant",2019-08-12,26.72,7.02076399,0.262753143338323,NA,NA,NA,NA,NA,NA,0.320944092073748,0.0326086956521739,0.104718225018615,13
45,"low","present","2 sp","stress tolerant",2019-08-12,27.46,7.897172289,0.287588211544064,3,8.5,29,42,46,0.438884188204081,0.519979187933437,0.166666666666667,0.322448802870414,13.5
45,"low","present","2 sp","stress tolerant",2019-08-12,27.46,7.897172289,0.287588211544064,NA,NA,NA,NA,NA,NA,0.519979187933437,0.166666666666667,0.322448802870414,13.5
46,"high","present","2 sp","stress tolerant",2019-08-12,33.88,9.817213706,0.2897642770366,5,9.5,51,44.5,23,0.673891284066903,0.400558130417624,0,0.00249651654544471,25
46,"high","present","2 sp","stress tolerant",2019-08-12,33.88,9.817213706,0.2897642770366,NA,NA,NA,NA,NA,NA,0.400558130417624,0,0.00249651654544471,25
47,"high","present","2 sp","stress tolerant",2019-08-12,30.65,9.058982202,0.295562225187602,3,NA,NA,NA,NA,NA,0.554810329708883,0,0.00180241777496233,13.5
47,"high","present","2 sp","stress tolerant",2019-08-12,30.65,9.058982202,0.295562225187602,NA,NA,NA,NA,NA,NA,0.554810329708883,0,0.00180241777496233,13.5
48,"high","present","2 sp","stress tolerant",2019-08-12,34.1,6.942697463,0.203598166070381,3,8.5,0,NA,144,0.462431179534173,0.261233563315842,0,0.00382799203634856,25.5
48,"high","present","2 sp","stress tolerant",2019-08-12,34.1,6.942697463,0.203598166070381,NA,NA,NA,NA,NA,NA,0.261233563315842,0,0.00382799203634856,25.5
49,"high","present","2 sp","stress tolerant",2019-08-12,31.02,9.224246258,0.297364482849774,3,NA,NA,NA,NA,NA,0.228890360238642,0,0.00436890395452826,8.5
49,"high","present","2 sp","stress tolerant",2019-08-12,31.02,9.224246258,0.297364482849774,NA,NA,NA,NA,NA,NA,0.228890360238642,0,0.00436890395452826,8.5
50,"high","present","2 sp","stress tolerant",2019-08-12,29.59,8.602410531,0.290720193680297,3,10.5,78,34,107,0.532585271605704,0.281137072901811,0.0531914893617021,0.192758247079811,18
50,"high","present","2 sp","stress tolerant",2019-08-12,29.59,8.602410531,0.290720193680297,NA,NA,NA,NA,NA,NA,0.281137072901811,0.0531914893617021,0.192758247079811,18
1,"low","present","2 sp","competitor",2019-08-13,24.79,6.453308845,0.260319033682937,1,NA,NA,NA,NA,NA,0.0646864061543989,0,0.0154591986083307,10.5
1,"low","present","2 sp","competitor",2019-08-13,24.79,6.453308845,0.260319033682937,NA,8.4,NA,NA,NA,NA,0.0646864061543989,0,0.0154591986083307,10.5
2,"low","present","2 sp","competitor",2019-08-13,28.21,6.759312053,0.239606949769585,4,9,NA,NA,39,0.678580959576023,0.111957241421075,0,0.00893198141814665,11
2,"low","present","2 sp","competitor",2019-08-13,28.21,6.759312053,0.239606949769585,NA,NA,NA,NA,NA,NA,0.111957241421075,0,0.00893198141814665,11
3,"low","present","2 sp","competitor",2019-08-13,26.83,7.427612256,0.276839815728662,4,10.5,NA,NA,93,0.749999624268383,0.0995175479298444,0.0103092783505155,0.113641047089384,19
3,"low","present","2 sp","competitor",2019-08-13,26.83,7.427612256,0.276839815728662,NA,NA,NA,NA,NA,NA,0.0995175479298444,0.0103092783505155,0.113641047089384,19
4,"low","present","2 sp","competitor",2019-08-13,28.59,6.442731539,0.225349126932494,4,9,NA,NA,272,0.655828396672787,0.189083341066704,0,0.00528867320811316,9.5
4,"low","present","2 sp","competitor",2019-08-13,28.59,6.442731539,0.225349126932494,NA,NA,NA,NA,NA,NA,0.189083341066704,0,0.00528867320811316,9.5
5,"low","present","2 sp","competitor",2019-08-13,24.52,6.728341814,0.274402194698206,4,NA,NA,NA,NA,NA,0.129372812308798,0,0.00772959930416535,7.5
5,"low","present","2 sp","competitor",2019-08-13,24.52,6.728341814,0.274402194698206,NA,NA,NA,NA,NA,NA,0.129372812308798,0,0.00772959930416535,7.5
6,"high","present","2 sp","competitor",2019-08-13,29.18,8.203842031,0.281146060006854,5,NA,NA,NA,NA,NA,0.08956579313686,0,0.0111649767726833,0
6,"high","present","2 sp","competitor",2019-08-13,29.18,8.203842031,0.281146060006854,NA,NA,NA,NA,NA,NA,0.08956579313686,0,0.0111649767726833,0
7,"high","present","2 sp","competitor",2019-08-13,29.51,7.323471074,0.248169131616401,4,NA,NA,NA,NA,NA,0.417973701305347,0.0202020202020202,0.0507257278048966,5
7,"high","present","2 sp","competitor",2019-08-13,29.51,7.323471074,0.248169131616401,NA,NA,NA,NA,NA,NA,0.417973701305347,0.0202020202020202,0.0507257278048966,5
8,"high","present","2 sp","competitor",2019-08-13,28.93,6.910994318,0.238886772139647,4,9.1,NA,NA,405,0.764486093651959,0.164203954084243,0,0.00608998733055455,3
8,"high","present","2 sp","competitor",2019-08-13,28.93,6.910994318,0.238886772139647,NA,NA,NA,NA,NA,NA,0.164203954084243,0,0.00608998733055455,3
9,"high","present","2 sp","competitor",2019-08-13,33.82,8.213228719,0.242851233560024,2,NA,NA,NA,NA,NA,0.221426544143904,0,0.00451617037996179,14.5
9,"high","present","2 sp","competitor",2019-08-13,33.82,8.213228719,0.242851233560024,NA,NA,NA,NA,NA,NA,0.221426544143904,0,0.00451617037996179,14.5
10,"high","present","2 sp","competitor",2019-08-13,32.97,8.256269288,0.250417630815893,4,10,NA,NA,337,0.543759444826605,0.353287295150948,0,0.00283055749166619,8
10,"high","present","2 sp","competitor",2019-08-13,32.97,8.256269288,0.250417630815893,NA,NA,NA,NA,NA,NA,0.353287295150948,0,0.00283055749166619,8
11,"low","present","6 sp","csr",2019-08-13,30.14,7.610967572,0.252520490112807,3,8,NA,NA,173,0.552969440526474,1.16933118817567,0.603448275862069,0.516917945894437,10.5
11,"low","present","6 sp","csr",2019-08-13,30.14,7.610967572,0.252520490112807,NA,NA,NA,NA,NA,NA,1.16933118817567,0.603448275862069,0.516917945894437,10.5
12,"low","present","6 sp","csr",2019-08-13,28.13,8.441557522,0.300090917952364,4,8.5,NA,NA,161,0.649878526563942,0.696622835508911,0.253521126760563,0.365364317370712,0.5
12,"low","present","6 sp","csr",2019-08-13,28.13,8.441557522,0.300090917952364,NA,9,291,41,NA,NA,0.696622835508911,0.253521126760563,0.365364317370712,0.5
13,"low","present","6 sp","csr",2019-08-13,27.24,9.177383178,0.336908339867841,5,8.5,NA,NA,92,0.571971073875872,0.577201777993098,0.569444444444444,0.988292943982001,18.5
13,"low","present","6 sp","csr",2019-08-13,27.24,9.177383178,0.336908339867841,NA,NA,NA,NA,NA,NA,0.577201777993098,0.569444444444444,0.988292943982001,18.5
14,"low","present","6 sp","csr",2019-08-13,26.86,7.617657298,0.283606005137751,3,9.5,NA,NA,116,0.544419529642612,0.90809762485983,0.579710144927536,0.639479863210932,30
14,"low","present","6 sp","csr",2019-08-13,26.86,7.617657298,0.283606005137751,NA,NA,NA,NA,NA,NA,0.90809762485983,0.579710144927536,0.639479863210932,30
15,"low","present","6 sp","csr",2019-08-13,23.17,7.35219228,0.317315160984031,2,NA,NA,NA,NA,NA,1.1817708816669,0.771428571428571,0.653619566543265,3.5
15,"low","present","6 sp","csr",2019-08-13,23.17,7.35219228,0.317315160984031,NA,NA,NA,NA,NA,NA,1.1817708816669,0.771428571428571,0.653619566543265,3.5
16,"high","present","6 sp","csr",2019-08-13,26.08,7.940564306,0.304469490260736,5,10.5,NA,NA,169,0.648433871953518,0.253769747221103,0.0515463917525773,0.207063262378533,8
16,"high","present","6 sp","csr",2019-08-13,26.08,7.940564306,0.304469490260736,NA,NA,NA,NA,NA,NA,0.253769747221103,0.0515463917525773,0.207063262378533,8
17,"high","present","6 sp","csr",2019-08-13,34.13306122,9.867164959,0.289079402969529,3,10,NA,NA,NA,NA,0.524955065329929,0.0326086956521739,0.0640220427838927,10
17,"high","present","6 sp","csr",2019-08-13,34.13306122,9.867164959,0.289079402969529,NA,NA,NA,NA,NA,NA,0.524955065329929,0.0326086956521739,0.0640220427838927,10
18,"high","present","6 sp","csr",2019-08-13,29.65,8.930747,0.0988447650252951,6,NA,NA,NA,NA,NA,0.53739475882116,0.0217391304347826,0.042313643855894,4.5
18,"high","present","6 sp","csr",2019-08-13,29.65,8.930747,0.0988447650252951,NA,11,335,41,NA,NA,0.53739475882116,0.0217391304347826,0.042313643855894,4.5
19,"high","present","6 sp","csr",2019-08-13,31.9,7.408387872,0.232237864326019,4,8.5,NA,NA,124,0.426884022274084,0.442853088287808,0.0947368421052632,0.216181945293434,9
19,"high","present","6 sp","csr",2019-08-13,31.9,7.408387872,0.232237864326019,NA,10.5,561,41,NA,NA,0.442853088287808,0.0947368421052632,0.216181945293434,9
20,"high","present","6 sp","csr",2019-08-13,30.37,8.797101911,0.289664205169575,5,10.5,NA,NA,191,0.647400067677804,0.258745624617595,0.0421052631578947,0.166593206055564,20.5
20,"high","present","6 sp","csr",2019-08-13,30.37,8.797101911,0.289664205169575,NA,NA,NA,NA,NA,NA,0.258745624617595,0.0421052631578947,0.166593206055564,20.5
21,"low","absent","0 sp","none",2019-08-13,22.78,7.804580864,0.342606710447761,2,7.5,NA,NA,46,0.458144282789122,0.0995175479298444,0,0.010048479095415,10.5
21,"low","absent","0 sp","none",2019-08-13,22.78,7.804580864,0.342606710447761,NA,NA,NA,NA,NA,NA,0.0995175479298444,0,0.010048479095415,10.5
22,"low","absent","0 sp","none",2019-08-13,20.96,6.60957606,0.315342369274809,2,7.4,NA,NA,297,0.44949932221179,0.286112950298303,0,0.0034951231636226,4.5
22,"low","absent","0 sp","none",2019-08-13,20.96,6.60957606,0.315342369274809,NA,NA,NA,NA,NA,NA,0.286112950298303,0,0.0034951231636226,4.5
23,"low","absent","0 sp","none",2019-08-13,21.94,6.13052995,0.279422513673655,1,11.6,NA,NA,101,0.667448190530613,0.184107463670212,0,0.00543161032184594,4.5
23,"low","absent","0 sp","none",2019-08-13,21.94,6.13052995,0.279422513673655,NA,NA,NA,NA,NA,NA,0.184107463670212,0,0.00543161032184594,4.5
24,"low","absent","0 sp","none",2019-08-13,27.56,8.569786641,0.310950168396226,2,NA,NA,NA,NA,NA,0.26869737941058,0,0.00372165892422777,7
24,"low","absent","0 sp","none",2019-08-13,27.56,8.569786641,0.310950168396226,NA,NA,NA,NA,NA,NA,0.26869737941058,0,0.00372165892422777,7
25,"low","absent","0 sp","none",2019-08-13,23.37,5.954909986,0.254810012237912,1,NA,NA,NA,NA,NA,0.233866237635134,0,0.00427594855124042,4
25,"low","absent","0 sp","none",2019-08-13,23.37,5.954909986,0.254810012237912,NA,NA,NA,NA,NA,NA,0.233866237635134,0,0.00427594855124042,4
26,"high","absent","0 sp","none",2019-08-13,31.07,8.558725869,0.275465911457998,4,8.6,NA,NA,76,0.546971037313871,0.256257685919349,0,0.00390232197880194,19
26,"high","absent","0 sp","none",2019-08-13,31.07,8.558725869,0.275465911457998,NA,NA,NA,NA,NA,NA,0.256257685919349,0,0.00390232197880194,19
27,"high","absent","0 sp","none",2019-08-13,30.04,8.821985262,0.293674609254328,3,7,NA,NA,26,0.416772282451753,0.116933118817567,0.0105263157894737,0.0985718666022794,10.5
27,"high","absent","0 sp","none",2019-08-13,30.04,8.821985262,0.293674609254328,NA,NA,NA,NA,NA,NA,0.116933118817567,0.0105263157894737,0.0985718666022794,10.5
28,"high","absent","0 sp","none",2019-08-13,30.65,5.472978056,0.178563721239804,1,NA,NA,NA,NA,NA,0.169179831480736,0,0.00591087005612644,3.5
28,"high","absent","0 sp","none",2019-08-13,30.65,5.472978056,0.178563721239804,NA,NA,NA,NA,NA,NA,0.169179831480736,0,0.00591087005612644,3.5
29,"high","absent","0 sp","none",2019-08-13,26.57,8.056588799,0.303221257019195,7,6,NA,NA,23,0.509694148303846,0.181619524971966,0,0.00550601594269314,11.5
29,"high","absent","0 sp","none",2019-08-13,26.57,8.056588799,0.303221257019195,NA,NA,NA,NA,NA,NA,0.181619524971966,0,0.00550601594269314,11.5
30,"high","absent","0 sp","none",2019-08-13,27.59,12.121637,0.439348930772019,3,NA,NA,NA,NA,NA,0.310992337280764,0,0.00321551331053279,16.5
30,"high","absent","0 sp","none",2019-08-13,27.59,12.121637,0.439348930772019,NA,NA,NA,NA,NA,NA,0.310992337280764,0,0.00321551331053279,16.5
31,"low","present","2 sp","ruderal",2019-08-13,27.63,8.536058113,0.308941661708288,4,NA,NA,NA,NA,NA,1.80126761753018,0.819672131147541,0.455608107957224,25.7
31,"low","present","2 sp","ruderal",2019-08-13,27.63,8.536058113,0.308941661708288,NA,NA,NA,NA,NA,NA,1.80126761753018,0.819672131147541,0.455608107957224,25.7
32,"low","present","2 sp","ruderal",2019-08-13,28.58,7.196242263,0.251792941322603,2,9.4,NA,NA,172,0.642636836598071,1.68184656001437,0.596774193548387,0.35542730696151,54.5
32,"low","present","2 sp","ruderal",2019-08-13,28.58,7.196242263,0.251792941322603,NA,NA,NA,NA,NA,NA,1.68184656001437,0.596774193548387,0.35542730696151,54.5
33,"low","present","2 sp","ruderal",2019-08-13,24.19,7.15733556,0.29587993220339,3,NA,NA,NA,NA,NA,1.69926213090209,0.595744680851064,0.351178708687087,47
33,"low","present","2 sp","ruderal",2019-08-13,24.19,7.15733556,0.29587993220339,NA,NA,NA,NA,NA,NA,1.69926213090209,0.595744680851064,0.351178708687087,47
34,"low","present","2 sp","ruderal",2019-08-13,25.63,7.468449848,0.291394843854858,4,NA,NA,NA,NA,NA,1.79877967883194,0.555555555555556,0.309407295459866,20.5
34,"low","present","2 sp","ruderal",2019-08-13,25.63,7.468449848,0.291394843854858,NA,NA,NA,NA,NA,NA,1.79877967883194,0.555555555555556,0.309407295459866,20.5
35,"low","present","2 sp","ruderal",2019-08-13,24.06,6.631448382,0.275621296009975,4,9.5,NA,NA,222,0.545286997916641,1.03498249847038,0.3,0.290826173819223,8.5
35,"low","present","2 sp","ruderal",2019-08-13,24.06,6.631448382,0.275621296009975,NA,NA,NA,NA,NA,NA,1.03498249847038,0.3,0.290826173819223,8.5
36,"high","present","2 sp","ruderal",2019-08-13,32.31,8.747998537,0.270752043856391,3,NA,NA,NA,NA,NA,0.328407908168487,0,0.00304499366527726,4.5
36,"high","present","2 sp","ruderal",2019-08-13,32.31,8.747998537,0.270752043856391,NA,NA,NA,NA,NA,NA,0.328407908168487,0,0.00304499366527726,4.5
37,"high","present","2 sp","ruderal",2019-08-13,29.01,7.042723221,0.2427688114788,6,NA,NA,NA,NA,NA,0.947904644031768,0.183098591549296,0.194216362065978,1
37,"high","present","2 sp","ruderal",2019-08-13,29.01,7.042723221,0.2427688114788,NA,NA,NA,NA,NA,NA,0.947904644031768,0.183098591549296,0.194216362065978,1
38,"high","present","2 sp","ruderal",2019-08-13,29.89,8.301241362,0.277726375443292,4,NA,NA,NA,NA,NA,0.365726988642178,0.021978021978022,0.0628283465306504,2.5
38,"high","present","2 sp","ruderal",2019-08-13,29.89,8.301241362,0.277726375443292,NA,NA,NA,NA,NA,NA,0.365726988642178,0.021978021978022,0.0628283465306504,2.5
39,"high","present","2 sp","ruderal",2019-08-13,32.31,7.148127985,0.221235777932529,5,NA,NA,NA,NA,NA,0.201523034557935,0.032967032967033,0.16855161516173,15
39,"high","present","2 sp","ruderal",2019-08-13,32.31,7.148127985,0.221235777932529,NA,NA,NA,NA,NA,NA,0.201523034557935,0.032967032967033,0.16855161516173,15
40,"high","present","2 sp","ruderal",2019-08-13,32.68,8.855809285,0.27098559623623,5,NA,NA,NA,NA,NA,0.445341026986054,0.0531914893617021,0.121685373854853,9
40,"high","present","2 sp","ruderal",2019-08-13,32.68,8.855809285,0.27098559623623,NA,10.5,410,40.5,NA,NA,0.445341026986054,0.0531914893617021,0.121685373854853,9
41,"low","present","2 sp","stress tolerant",2019-08-13,27.17,8.498368984,0.31278501965403,1,NA,NA,NA,NA,NA,1.10215684332303,0.037037037037037,0.0345114556675567,18
41,"low","present","2 sp","stress tolerant",2019-08-13,27.17,8.498368984,0.31278501965403,NA,NA,NA,NA,NA,NA,1.10215684332303,0.037037037037037,0.0345114556675567,18
42,"low","present","2 sp","stress tolerant",2019-08-13,26.86,5.276037645,0.19642731366344,3,8.4,NA,NA,325,0.396693019577885,0.495099800950976,0,0.00201979479304824,12
42,"low","present","2 sp","stress tolerant",2019-08-13,26.86,5.276037645,0.19642731366344,NA,NA,NA,NA,NA,NA,0.495099800950976,0,0.00201979479304824,12
43,"low","present","2 sp","stress tolerant",2019-08-13,25.18,6.849447771,0.272019371366164,3,NA,NA,NA,NA,NA,0.883218237877369,0.188405797101449,0.214449599180205,30
43,"low","present","2 sp","stress tolerant",2019-08-13,25.18,6.849447771,0.272019371366164,NA,10.6,233,44,NA,NA,0.883218237877369,0.188405797101449,0.214449599180205,30
44,"low","present","2 sp","stress tolerant",2019-08-13,26.72,7.02076399,0.262753143338323,3,9.5,NA,NA,126,0.645497379520897,0.320944092073748,0.0326086956521739,0.104718225018615,13
44,"low","present","2 sp","stress tolerant",2019-08-13,26.72,7.02076399,0.262753143338323,NA,NA,NA,NA,NA,NA,0.320944092073748,0.0326086956521739,0.104718225018615,13
45,"low","present","2 sp","stress tolerant",2019-08-13,27.46,7.897172289,0.287588211544064,3,8.5,NA,NA,25,0.430572555259537,0.519979187933437,0.166666666666667,0.322448802870414,13.5
45,"low","present","2 sp","stress tolerant",2019-08-13,27.46,7.897172289,0.287588211544064,NA,NA,NA,NA,NA,NA,0.519979187933437,0.166666666666667,0.322448802870414,13.5
46,"high","present","2 sp","stress tolerant",2019-08-13,33.88,9.817213706,0.2897642770366,6,7,NA,NA,33,0.556320629432965,0.400558130417624,0,0.00249651654544471,25
46,"high","present","2 sp","stress tolerant",2019-08-13,33.88,9.817213706,0.2897642770366,NA,NA,NA,NA,NA,NA,0.400558130417624,0,0.00249651654544471,25
47,"high","present","2 sp","stress tolerant",2019-08-13,30.65,9.058982202,0.295562225187602,5,10.1,42,42,46,0.615180852788737,0.554810329708883,0,0.00180241777496233,13.5
47,"high","present","2 sp","stress tolerant",2019-08-13,30.65,9.058982202,0.295562225187602,NA,10.5,198,50,NA,NA,0.554810329708883,0,0.00180241777496233,13.5
48,"high","present","2 sp","stress tolerant",2019-08-13,34.1,6.942697463,0.203598166070381,4,NA,NA,NA,NA,NA,0.261233563315842,0,0.00382799203634856,25.5
48,"high","present","2 sp","stress tolerant",2019-08-13,34.1,6.942697463,0.203598166070381,NA,NA,NA,NA,NA,NA,0.261233563315842,0,0.00382799203634856,25.5
49,"high","present","2 sp","stress tolerant",2019-08-13,31.02,9.224246258,0.297364482849774,3,NA,NA,NA,NA,NA,0.228890360238642,0,0.00436890395452826,8.5
49,"high","present","2 sp","stress tolerant",2019-08-13,31.02,9.224246258,0.297364482849774,NA,NA,NA,NA,NA,NA,0.228890360238642,0,0.00436890395452826,8.5
50,"high","present","2 sp","stress tolerant",2019-08-13,29.59,8.602410531,0.290720193680297,3,9.9,NA,NA,44,0.45552346864512,0.281137072901811,0.0531914893617021,0.192758247079811,18
50,"high","present","2 sp","stress tolerant",2019-08-13,29.59,8.602410531,0.290720193680297,NA,NA,NA,NA,NA,NA,0.281137072901811,0.0531914893617021,0.192758247079811,18
1,"low","present","2 sp","competitor",2019-08-15,24.79,6.453308845,0.260319033682937,2,8.5,2,61,24,0.641567641385955,0.0646864061543989,0,0.0154591986083307,10.5
1,"low","present","2 sp","competitor",2019-08-15,24.79,6.453308845,0.260319033682937,NA,NA,NA,NA,NA,NA,0.0646864061543989,0,0.0154591986083307,10.5
2,"low","present","2 sp","competitor",2019-08-15,28.21,6.759312053,0.239606949769585,6,9.6,4,67,82,0.576935473065072,0.111957241421075,0,0.00893198141814665,11
2,"low","present","2 sp","competitor",2019-08-15,28.21,6.759312053,0.239606949769585,NA,NA,NA,NA,NA,NA,0.111957241421075,0,0.00893198141814665,11
3,"low","present","2 sp","competitor",2019-08-15,26.83,7.427612256,0.276839815728662,4,NA,NA,NA,NA,NA,0.0995175479298444,0.0103092783505155,0.113641047089384,19
3,"low","present","2 sp","competitor",2019-08-15,26.83,7.427612256,0.276839815728662,NA,NA,NA,NA,NA,NA,0.0995175479298444,0.0103092783505155,0.113641047089384,19
4,"low","present","2 sp","competitor",2019-08-15,28.59,6.442731539,0.225349126932494,2,8.6,25,50,64,0.62483706971208,0.189083341066704,0,0.00528867320811316,9.5
4,"low","present","2 sp","competitor",2019-08-15,28.59,6.442731539,0.225349126932494,NA,NA,NA,NA,NA,NA,0.189083341066704,0,0.00528867320811316,9.5
5,"low","present","2 sp","competitor",2019-08-15,24.52,6.728341814,0.274402194698206,5,NA,NA,NA,NA,NA,0.129372812308798,0,0.00772959930416535,7.5
5,"low","present","2 sp","competitor",2019-08-15,24.52,6.728341814,0.274402194698206,NA,NA,NA,NA,NA,NA,0.129372812308798,0,0.00772959930416535,7.5
6,"high","present","2 sp","competitor",2019-08-15,29.18,8.203842031,0.281146060006854,6,8.5,2,67,251,0.595569352211689,0.08956579313686,0,0.0111649767726833,0
6,"high","present","2 sp","competitor",2019-08-15,29.18,8.203842031,0.281146060006854,NA,NA,NA,NA,NA,NA,0.08956579313686,0,0.0111649767726833,0
7,"high","present","2 sp","competitor",2019-08-15,29.51,7.323471074,0.248169131616401,4,8.9,31,48.5,214,0.778320137119527,0.417973701305347,0.0202020202020202,0.0507257278048966,5
7,"high","present","2 sp","competitor",2019-08-15,29.51,7.323471074,0.248169131616401,NA,NA,NA,NA,NA,NA,0.417973701305347,0.0202020202020202,0.0507257278048966,5
8,"high","present","2 sp","competitor",2019-08-15,28.93,6.910994318,0.238886772139647,5,9.4,9,52,1389,0.744772693311761,0.164203954084243,0,0.00608998733055455,3
8,"high","present","2 sp","competitor",2019-08-15,28.93,6.910994318,0.238886772139647,NA,10.5,213,47,NA,NA,0.164203954084243,0,0.00608998733055455,3
9,"high","present","2 sp","competitor",2019-08-15,33.82,8.213228719,0.242851233560024,2,9.5,18,47,500,0.567123468321994,0.221426544143904,0,0.00451617037996179,14.5
9,"high","present","2 sp","competitor",2019-08-15,33.82,8.213228719,0.242851233560024,NA,NA,NA,NA,NA,NA,0.221426544143904,0,0.00451617037996179,14.5
10,"high","present","2 sp","competitor",2019-08-15,32.97,8.256269288,0.250417630815893,6,NA,NA,NA,NA,NA,0.353287295150948,0,0.00283055749166619,8
10,"high","present","2 sp","competitor",2019-08-15,32.97,8.256269288,0.250417630815893,NA,NA,NA,NA,NA,NA,0.353287295150948,0,0.00283055749166619,8
11,"low","present","6 sp","csr",2019-08-15,30.14,7.610967572,0.252520490112807,3,11,NA,NA,94,0.684718251483469,1.16933118817567,0.603448275862069,0.516917945894437,10.5
11,"low","present","6 sp","csr",2019-08-15,30.14,7.610967572,0.252520490112807,NA,NA,NA,NA,NA,NA,1.16933118817567,0.603448275862069,0.516917945894437,10.5
12,"low","present","6 sp","csr",2019-08-15,28.13,8.441557522,0.300090917952364,4,NA,NA,NA,NA,NA,0.696622835508911,0.253521126760563,0.365364317370712,0.5
